Source (A)	Source (B)	Source (C)	posemo	negemo
621440496297201020	positive	Amazon Prime Day is here! Members can get some amazing deals today, just like Black Friday! Please consider our... http://t.co/epRatK8H33	8.33	0.00
621441702021209980	positive	What have you scored today?   It's Amazon Prime Day ~ More Deals Than Black Friday! #HappyPrimeDay ----&gt; http://t.co/yKhWFKrvH3	0.00	0.00
621442454743568000	negative	So Amazon Prime day got rained out right? Cause there's no way those deals rival Black Friday deals. When's the rain date?	0.00	0.00
621443908090792960	positive	Not Available	0.00	0.00
621449015217908990	positive	If you are one of the many shoppers out there wanting to take advantage of Amazon Prime Day today July 15 -... http://t.co/hbQaLKwDzV	3.85	0.00
621463364758211970	negative	Was the Amazon Prime day a big hit? Well.. there's a #PrimeDayFail hashtag trending. at 5 our @PriceCBS8 reports on what may have gone wrong	4.00	4.00
621468278909579010	negative	Amazon Prime Day... tried to be Black Friday but realized it was, in fact, born white. #PrimeDayFail	0.00	0.00
621472538737118980	negative	Amazon Prime Day is the equivalent of drinking alone at home on a Friday night.	0.00	6.67
621476594809319040	neutral	Not Available	0.00	0.00
621477327592124030	negative	Amazon Prime Day is basically all the stuff that was left over on January 2, right? LAME.	0.00	5.88
621479832078056960	positive	Not Available	0.00	0.00
621493751421239040	negative	YOUR TURN: Amazon Prime Day was supposed to put Black Friday Shopping in the dust.  But many say it's a garage... http://t.co/JKKRkhKLOK	0.00	0.00
621499189248306940	neutral	Only TWO spots remain in my July 26th camera workshop. There's just two hours left to get my Amazon Prime Day... http://t.co/BMvufAURd7	0.00	0.00
621499402474139010	negative	We have finally discovered a day of the week worse than Monday: Amazon Prime Day. Seriously, Monday &gt; Prime Day. #PrimeDay #PrimeDayFail	0.00	9.09
621500508738456960	negative	Not Available	0.00	0.00
621511488642093060	neutral	Jesus may have been born on Christmas and died on Easter, but he got the tableware for the Last Supper at 40% off on Amazon Prime Day.	0.00	0.00
621512105842343040	negative	If Amazon Prime Day is "better than Black Friday" then I'm going to sleep in!  Should have been called Amazon Garage Sale Day!	4.35	0.00
621513803532889980	negative	After witnessing it, I now realize I've seen Amazon Prime day every Saturday for years....we call them "garage sales"	0.00	0.00
621514097935298050	negative	Not Available	0.00	0.00
621515755729895040	negative	I knew Black Friday. Black Friday was a friend of mine. And you, Amazon Prime Day, are no Black Friday.	0.00	0.00
621519370921966980	negative	So it turns out Amazon Prime Day *did* turn out a lot like Black Friday--overhyped and not worth the time. #BitterOldManTweet	0.00	0.00
621522460807143040	negative	Amazon Prime Day? Amazon Scam Day is more like it. More deals than Black Friday my ass! http://t.co/ErRgfAbaXt http://t.co/y73hvTOy9Z	0.00	0.00
621539340498391040	neutral	Why was Amazon Prime Day on the 15th? That's not a prime number. Should have been the 17th #Math	0.00	0.00
621546116929208060	neutral	Amazon Prime Day is not the new Black Friday as British retailers have little appetite for mega sales... yet. http://t.co/JgLdIuLtHE	0.00	0.00
621554188288420990	positive	Self: Tis July 16 already. So proud of you for not falling for the Amazon Prime Day sale gimmick!   Other self: D'oh!	4.35	0.00
621569808144804990	neutral	Amazon Prime Day really was better than Black Friday; I could look at all the crap I didn't want from the comfort of my own home.	7.69	3.85
621671816461949950	positive	Amazon Prime Day may be over, but you can still get a great deal on this FAA-Approved Airplane Seat Belt Extender http://t.co/dTZaccOkeK	7.41	0.00
621679613249346940	neutral	It looked like eBay and a Garage sale had a baby an named it "Amazon Prime Day", a glorified "black friday"garage/yard sale.	4.17	0.00
621743210059197950	positive	Amazon Prime Day had 18% higher sales than Black Friday, you whiners!   See, little one, Black Friday has this thing called "competition".	0.00	4.55
621756352264846980	positive	Amazon Prime Day:  34.4 million items ordered breaking all Black Friday records with 398 items ordered per second.	0.00	0.00
621761332489154050	positive	@WEWS Amazon Prime day was success in record sales. beating Black Friday, I got great deals on TV audio. so it's not just tupperware	8.33	0.00
621797443647111040	neutral	'Amazon Prime Day' appeared on Wednesday 15 at the 19th place in the Top20 of Edinburgh's Trends: http://t.co/piBvVXSEjE #trndnl	0.00	0.00
621831001547927040	positive	Have you heard about Amazon Prime day? Don't miss it - July 15th! Yay! #ad #PrepForPrime @amazon #HappyPrimeDay  http://t.co/tBGCP9MHbV	4.55	4.55
621871025957895940	neutral	So the much mocked Amazon Prime Day? It outperformed the company's best Black Friday by 18%. Humanity in a nutshell. Look at the shiny.	4.17	4.17
621878763517705980	neutral	Breaking nose: Amazon prime day is rescheduled to the 50th of winter solstice to return on black friday. #goodnews #amazonprimeday	0.00	0.00
621949181981289980	positive	Amazon Prime Day broke sales records exceeding Black Friday 2014 sales, which had been the biggest Black Friday to date says Amazon.	0.00	4.55
622005331409776000	positive	Amazon Prime Day sales up 18 per cent on Black Friday: Amazon has detailed its plans to make Prime Day an annu... http://t.co/vHkl7tO7vx	0.00	0.00
622029088044260990	negative	It didn't live up to the "Black Friday" hype IMO --&gt; Amazon Prime Day leads to sales surge and consumer complaints http://t.co/2QUmJYts5y	0.00	3.70
622037047637875970	neutral	Amazon Claims Prime Day As Big As Black Friday: Amazon Prime Day netted the e-commerce... http://t.co/4A5KFxGGSL via @TheDrum	0.00	0.00
622037246120692990	neutral	See what's going on in the world of ecommerce including Amazon Prime Day, eBay Q2 results and Apple Pay news http://t.co/Tjctxry03b	0.00	0.00
622042211618811010	positive	Despite all the funny posts about lack of discounts...Amazon Prime Day sales beat Black Friday http://t.co/ncjCn42ZNO	4.76	0.00
622054383514177020	positive	Amazon Prime Day beats Black Friday sales: we're at the edge of the mobile shopping era http://t.co/7NqbNQ8IYZ via @TheDrum	0.00	0.00
622089230450327040	neutral	Amazon Prime Day: Worst Sale Ever or Huge Success? - It was dubbed the next best thing to Black Friday. It caused ... http://t.co/s3l9P6xD04	7.69	3.85
622105547253390980	positive	Amazon Prime Day Tops Biggest Black Friday for the Company: Amazon's first Prime Da.. http://t.co/eHOSR5aTmH http://t.co/jOhD6V4ZPf	0.00	0.00
622155927098146050	positive	I wonder how many of the purchases fell into the impulse bracket? #PrimeDay Amazon Prime Day beats Black Friday sales http://t.co/a1MdPbWsri	0.00	0.00
622208991960125060	neutral	Wife: Amazon Prime day beat Black Friday.  Me: That's so racist Wife ...	0.00	0.00
622275716567165950	neutral	Amazon Prime Day: Thirteen Days in September: The Dramatic Story of the Struggle for Peace:  http://t.co/8PxNGDl8dr	4.76	4.76
622592242667154940	positive	Not Available	0.00	0.00
623062168980844030	neutral	Is Amazon Prime Day really the new Black Friday? Our Insight team take a look: http://t.co/A8o9Html9u	0.00	0.00
623131052031261950	positive	http://t.co/0yYKgupOm0 Amazon Prime Day beat Black Friday, but did they make any money? via @SupplyChain247 #logistics #supplychain	0.00	0.00
623215014808194940	neutral	Search around Black Friday much higher compared with Amazon Prime day http://t.co/VXaxvBsRUp @lauriesullivan	0.00	0.00
623289728708792060	negative	@AmazonHelp Ordered PC parts on Amazon Prime Day, one day shipping, haven't received my item yet. It is now Monday. Very dissatisfied.	0.00	4.55
623618780099410940	neutral	AND that's also pretty much the deal I missed out on during the Amazon Prime day sale. ....ah, I get paid friday. What the heck!	4.00	4.00
625766422086488060	positive	Not Available	0.00	0.00
629426436663716990	neutral	Marketing &amp; Sales, 3 marketing lessons from Amazon Prime Day: Even though the social media world may h... http://t.co/I2y3TpO9ki Modesto	0.00	0.00
620679423323447040	neutral	By Suzanne Moore, Monday 13 July 2015 The Guardian This time, it's not me who says that! //RO Angela Merkel and... http://t.co/rncM7jpDkn	0.00	0.00
620821002390338940	negative	Does @macleansmag still believe that Ms. Angela Merkel is the "real leader of the free world"?  http://t.co/isQfoIcod0 (Greeks may disagree	4.17	4.17
620838510191362050	positive	Varoufakis may have some expertise in game theory, but Angela Merkel is the Grand Master of the game  http://t.co/mnz0XfzF1K	4.35	0.00
620951420787928960	neutral	Alexis Tsipras to Angela Merkel - early Monday morning - takes his jacket off and giving it to Merkel, saying: "Do you want this too?"	4.35	0.00
620979391984566020	negative	On another note, it seems Greek PM Tsipras married Angela Merkel to Francois Hollande on Sunday #happilyeverafter http://t.co/gTKDxivf79	0.00	0.00
621090050848198020	negative	By Michael Nienaber BERLIN, July 10 (Reuters) - The parties in Angela Merkel's coalition government sent conflicting signals on the latest	5.00	0.00
621090343740555010	neutral	Angela Merkel: 'Deny Marriage To Gay Couples': Angela Merkel revealed on Tuesday that while she thinks s... http://t.co/NtvRRAPrhM (Hfp)	0.00	0.00
621516071682592000	neutral	When you spend the day being Angela Merkel to 9th graders and then leave your bag in an uber. #Cant	0.00	0.00
621624979201912060	neutral	@NiamhPuirseil Nicola S, Theresa May, Liz Kendall &amp; Angela Merkel. But I'm wrong about the last one, right? I just see her everywhere ATM.	0.00	4.17
621675525107544060	neutral	Young Palestinian asylum seeker breaks down when Angela Merkel explains to her why she can't stay in Germany http://t.co/eBekjTJeEF	0.00	0.00
621675777654935040	negative	Moving video illustrates Europe's refugee problem: Angela Merkel tells sobbing asylum seeker why she can't stay  http://t.co/tkHyxMJPPH	0.00	9.52
621683248851234050	negative	Angela Merkel, explaining to a crying child that Germany might just deport her. http://t.co/56aTBHvIUR http://t.co/yxtjaitzSO	0.00	4.35
621700396478802940	neutral	Perhaps Prime Minister's Questions would be better if policy victims asked the questions. See this with Angela Merkel http://t.co/UiuS1GChuZ	4.35	4.35
621701322815995010	negative	wow, angela merkel tells sobbing asylum seeker why she cannot stay in germany (VIDEO): http://t.co/QUavlhnL76 http://t.co/TR8c2FSCeu	4.00	8.00
621701633735585020	negative	This has just brought a tear to my eye: Angela Merkel tells sobbing asylum seeker why she cannot stay in Germany http://t.co/OcpQQYNMoU	0.00	3.85
621715379279240960	neutral	Not Available	0.00	0.00
621726465067847040	negative	Angela Merkel tells sobbing teenage refugee slated for deportation that Germany "just can't manage" to help everyone http://t.co/ycbO01W8X5	0.00	4.55
621766793980349950	neutral	may not agree with Angela Merkel on a lot, the fact that the UK refuses to accept a fair share of EU refugees is conveniently missing from..	14.81	3.70
621831138298871040	positive	The best politicians tell people the truth, not what people want to hear.  Angela Merkel is awesome!  http://t.co/INXtjEBiyJ	13.64	0.00
621931197531204990	negative	Angela Merkel and a Palestinian asylum seeker:http://t.co/skU8zM7Slh Get civilized Islam! Stop crowding our world with your barbaric ways.	0.00	0.00
621934143451058050	positive	Not Available	0.00	0.00
622235808339090940	positive	Angela Merkel is a true leader . She has to tell a 14yr girl she cant have everyone stay in Germany http://t.co/KRiuHppCiH	4.00	0.00
622252867907387010	positive	Not Available	0.00	0.00
622272830806315010	neutral	You may blame Angela Merkel for her response, but if you are a history student, you will remember that the Islamic... http://t.co/XHlsXj3ipZ	0.00	3.85
622314582909026050	positive	Great news indeed for #Reem the teen who talked to Angela Merkel #German can do it very well too! http://t.co/MiJb5N5g57	8.33	0.00
622457199399316990	neutral	Contrasts 20th-21st cent. Angela Merkel understands Quantum Physics. Does she have political depth for long term German survival?	0.00	0.00
622608485704957060	negative	@nytimes What the world needs is for Angela Merkel to kick him in the nuts the 1st time Trump calls anyone around the G8 table a loser.	0.00	3.70
622898205873732990	negative	I don't agree with Germany bailing out Greece for the 3rd time.Angela Merkel is retarded and this New World Order is a senseless stupid idea	3.85	3.85
623385539547245950	neutral	Had a dream about meeting Angela Merkel and discussing the Greece Crisis and how she may not win the next election if debt had to be w/off	3.70	0.00
623590958102392060	negative	Not Available	0.00	0.00
623783103840979970	neutral	'Angela Merkel' stars in lesbian magazine ad: Wednesday sees the launch of new magazine "Straight," aimed at g... http://t.co/7hUcJ0F0qI	0.00	0.00
624467897608331010	neutral	Grexit struggle tests Germany's power duo: On July 17th, her 61st birthday, Angela Merkel stepped to the pod... http://t.co/CUeCS3DueZ	0.00	4.35
624506164496216060	neutral	Slavoj Zizek: How Alexis Tsipras and Syriza Outmaneuvered Angela Merkel and the Eurocrats (In These Times, Jul 23) http://t.co/enTw95Vvwz	0.00	0.00
624931763932916990	neutral	Angela Merkel Tops Guest List at Legendary Bayreuth Festival: German Chancellor Angela Merkel topped the guest list Saturday of the g...	4.76	0.00
625233600762544000	neutral	The New Statesman's cover reads 'The Motherhood Trap', with an illustration of Sturgeon (pictured), Angela Merkel, Theresa May and Liz	0.00	0.00
625623391731515010	neutral	LOL at Mar doing the Angela Merkel hand rest gesture. #SONA  #SONA2015	8.33	0.00
626078949630722050	neutral	MOSCOW, May 6 (Reuters) - Russian President Vladimir Putin and German Chancellor Angela Merkel will discuss the crisis in Ukraine at talks	0.00	0.00
626907748148509950	neutral	If Angela Merkel fainted at Bayreuth Tristan it may be the only thing she has in common with Emmanuel Chabrier https://t.co/N5hRSYYgBQ	0.00	0.00
627021802221510020	neutral	Would British politicians go to the opera? Angela Merkel flies the flag for German arts. http://t.co/8dr73y6lML	0.00	0.00
627474993308408960	neutral	After that idiot, I'm definitely cheering on the Germans today. Starting a "There's only one Angela Merkel" chant 2nd half.	5.00	5.00
627485684471889020	neutral	Merkel the Great: Angela Merkel set to run for 4th term according to reports http://t.co/j5szzqs4In	5.26	0.00
627500184965148030	neutral	Angela Merkel plans to run for a 4th term in 2017 http://t.co/2Wi1rqaotD. If she wins she'd be Chancellor for 16 years	3.85	0.00
627578739191364990	neutral	Apparently, Angela Merkel will step down as German Chancellor tomorrow to pave Way for the first non-German Chancellor, Lord Bendtner.	0.00	0.00
627604291289772030	negative	Angela Merkel to run for 4th term....if this happens in Africa, UN, US, G7 etc will be planning to invade the country...hypocrites #africa	0.00	0.00
627789743263105020	neutral	Aktuell: Reports: Angela Merkel set for 4th term: There are no term limits in Germany and the last CDU chancel... http://t.co/gAJNA3ko4x	0.00	0.00
628474910436925060	neutral	Angela Merkel is expected to go see Tristan &amp; Isolde at Bayreuth. I want her job http://t.co/BY5mKC3S2z	0.00	0.00
628869004535447040	neutral	#Germany's leader Angela Merkel @Angie_Merkel  to run for 4th term, she is in talks about her election campaign according to #DerSpiegel	0.00	0.00
629433984297106940	neutral	Not Available	0.00	0.00
629991453154897020	negative	Not Available	0.00	0.00
631379711441154050	neutral	Angela Merkel at the 3rd National Electric Mobility Conference in Berlin http://t.co/PX3hoGJEEq #emobility	0.00	0.00
632557717895442050	negative	@cobbo3 And what did Angela Merkel say? She's going for a 4th term. Germany is going to the dogs, right?	0.00	0.00
633183008930008960	negative	Migration the real European crisis - Angela Merkel https://t.co/9Z5Y9kEyVk	0.00	0.00
633345798109990020	positive	Carly Fiorina may very well be the smartest woman in the world. Next to Angela Merkel, that is. https://t.co/Y520oqEh2j	8.70	0.00
633921953297005950	neutral	Had a dream that Angela Merkel was trying to get me to snort coke with her at a music festival. Happy Wednesday everybody	8.70	0.00
633931987355574020	negative	Angela Merkel  after 10yrs in power she is seeking a 4th term.Let just imagine she was an African leader..	0.00	0.00
634005145563570050	negative	@AviWoolf @laurakfillault I see it like this: Angela Merkel: German multiculturalism has 'utterly failed' http://t.co/hJmDawZ7dK	0.00	5.26
634098002328743040	negative	Not Available	0.00	0.00
634494690327457020	neutral	Angela Merkel Urges Brazil to Protect Amazon Rainforest: Brazil and Germany threw their weight Thursday behind the push for a global ...	0.00	0.00
635014939581784060	neutral	'Angela Merkel is right: the migration crisis will define this decade'. http://t.co/xFxH6tR7g8	0.00	0.00
635538106150715010	neutral	Angela Merkel and French President Francois Hollande will meet on Monday in Berlin to discuss the current migranT crisis solution to it	0.00	0.00
635676950095363970	negative	Angela Merkel may need as many refugees due to long penises from Africa to record movies, etc ...These cultures do not belong in the EU.	0.00	0.00
636073956378812030	neutral	On the BIG phone in today - Do you agree with Angela Merkel that the UK should take in more migrants? http://t.co/XwDX7uRa8w 9am @BBC3CR	3.70	0.00
636606931503857020	neutral	Germany Can Lead the Immigration Debate - Chancellor Angela Merkel said Tuesday that the migration crisis... http://t.co/cZk3s5jFZV	0.00	0.00
636664402901536000	positive	Not Available	0.00	0.00
637179517832982020	negative	Not Available	0.00	0.00
637229009844215040	positive	Angela Merkel: strong link between the euro and peace https://t.co/0AOvzufdIz	14.29	0.00
637477283620630020	neutral	WASHINGTON, Aug 26 (Reuters) - President Barack Obama in a phone call with German Chancellor Angela Merkel on Wednesday voiced	0.00	0.00
637726203932114050	neutral	Angela Merkel and Francois Hollande consider the conduct of the elections in DNR and LNR threat Minsk agreements  http://t.co/yDgdJSMWPG	4.35	4.35
637791558188834050	neutral	@paulaEdwyer Tat may be the president of Azerbaijan. I don't even think this is current. That's a very youngish Angela Merkel behind Abe	0.00	0.00
638114909839040000	positive	Not Available	0.00	0.00
638129191817378940	positive	'They are fellow human beings' Angela Merkel on the refugee crisis. At last, a leader who is also a human being; http://t.co/rUGaSQsdWv	0.00	0.00
638272681180311040	neutral	Angela Merkel's Humane Stance on Immigration: http://t.co/tOwxleCZnF Would that we heard more from the Canadian campaigns on this topic.	0.00	0.00
638361274527513980	neutral	Angela Merkel says pleased about France calling for talks on euro zone reforms: Merkel said on Monday ... http://t.co/86YUy752Dw #foxreg	4.17	0.00
638473276491063040	neutral	EU may bring back border controls, Angela Merkel suggests: The German Chancellor says for the... http://t.co/Kfv9N04BvO #TheArkOfTwitter	0.00	0.00
638643398090620030	negative	Angela Merkel told UK to take more of her 800,000 immigrants.That was April.Now she's putting in border controls http://t.co/lQNpkaGJZC	0.00	0.00
638663906509090050	neutral	There can be no tolerance of those who question the dignity of other people. - Angela Merkel stood up to be counted http://t.co/J0vYptYqlB	7.69	0.00
638699838863993980	neutral	@ajweald   Daily Telegraph reports Angela Merkel has said the EU may be forced to bring back passport controls in the wake of the migration	0.00	0.00
638768809986227970	neutral	EU may bring back border controls, Angela Merkel suggests http://t.co/SshQJHdPYy &lt; Admittance that she's been wrong all along? Hope so...	4.17	4.17
638769260257479940	neutral	Theresa May calls for a return to the original principle of EU free movement, Angela Merkel calls  - http://t.co/tQK56Nf5BO #GoogleAlerts	8.70	0.00
638971504277982980	neutral	There's no love lost btw them but Angela Merkel will present the biography of her predecessor Gerhard Schroeder on Sept 22, @Bild reports	4.35	4.35
639033824102477060	neutral	Closing the stable door etc - EU may bring back border controls, Angela Merkel suggests | via @Telegraph http://t.co/Qp1CWbGZL8	0.00	0.00
639036500299116030	positive	Join us in prayer for Syrian refugees in Hungary Budapest,may our.Father bless Mrs Angela Merkel.Thank you Mrs Merkel http://t.co/ig7wPVCGKV	7.69	0.00
639138413048909060	neutral	Chancellor Angela Merkel said Catalonia may have to reapply for EU membership if it seceded from Spain. #snp http://t.co/4LQN0JEyrr	0.00	0.00
639211402247453950	negative	May be get @KTHopkins to do us all a favour and sink the thing with a gunboat (Leave Angela Merkel) https://t.co/k5XWF52hfM	4.00	0.00
639292679524871940	negative	Angela Merkel's jackets: many colours but just one look http://t.co/ifVnBuQfgf	0.00	0.00
639410002260791040	positive	Apparently Germany leads the way. Well done Angela Merkel.  http://t.co/z4d0IFlAvq	7.14	0.00
639448563852800000	neutral	Did you know that 'Angela Merkel' was Trending Topic on Wednesday 2 for 6 hours in Sweden? http://t.co/lSI57oqQi0 #trndnl	0.00	0.00
639555024423649020	positive	God bless Angela Merkel and the people of Germany . . . Leading the way. May the UK government follow their example http://t.co/GRAl0rMwv4	4.17	0.00
640139548404662020	neutral	Not Available	0.00	0.00
640273126962667010	negative	@Smith_RFKennedy @nishelo why nobody have ever said it about any country outside Africa? : why Angela Merkel ran again for a 3rd term?	0.00	0.00
640295436310461950	neutral	Chancellor Angela Merkel leading the #exodus march to Germany  http://t.co/wQ1s3FxDD2 #MigrantMarch #migrantcrisis http://t.co/GvvYrjPcOP	0.00	0.00
640458572422376960	positive	Angela Merkel: Europe as a whole must help with refugees - video  (via @NewsfusionApps #World #News) http://t.co/9G3heT8DZd	0.00	0.00
640481730126811010	neutral	40% of Syrians are graduates.  Perhaps Angela Merkel's decision is not just humanitarian.  http://t.co/D7IL2QP6DY http://t.co/LED4qYWrRS	0.00	0.00
640491528826194940	neutral	Chancellor Angela Merkel planned to discuss Europe's migrant crisis with her coalition partners Sunday, as... http://t.co/Cvh6nkCxOQ	0.00	0.00
640681655271844990	negative	dear German citizens any concerns or criticisms you may have over my actions mean you are xenophobic and racist. i win love Angela Merkel	12.50	4.17
640719732157624060	neutral	ANGELA MERKEL may be the most powerful politician in Europe, but she has rarely shown much inclination for bold... http://t.co/oOQdQdBWiT	4.17	0.00
640810887012420990	positive	Not Available	0.00	0.00
640890222230797950	positive	Not Available	0.00	0.00
641000154636622980	negative	Angela Merkel says border controls may have to be restored It's a pity she didn't  listen before it was too late.	0.00	4.76
641143732897628030	negative	@ReaganiteGOPer @Freedomoffreedo they are ORGANISING this invasion with the help of 5th columnista Angela  MERKEL who is selling out Germany	5.00	0.00
641575778304557060	neutral	@ApplWatcher I only changed to Apple iPhone 6 in June and I don't believe the cellular is as good as android phones imo	4.35	0.00
641576280517947010	neutral	you can live stream today's Apple event here at 10 PDT : http://t.co/QuSls5lrdx	0.00	0.00
641578941031911040	neutral	Tech Tuesday: Apple launches new iPhone with 'Force Touch' http://t.co/jRUi50Nt7J #newiphone	0.00	0.00
641581553131356030	neutral	They may have redesigned the Apple site but they kept the "Taking the store down for an event" bit - http://t.co/CfVKarc6t8 - Slow clap time	0.00	0.00
641582970483145980	positive	Good morning! 2nd day of my two day work week and then more travel tomorrow! And it's Apple event day! Yay!	9.52	0.00
641585510482226940	neutral	Rumors suggest no Apple event this October. So you mean all the iPads are on it's way today? Come on, now that's so much of writings.	0.00	0.00
641586058388344060	negative	I should remember that I may not care what Apple is announcing,but I do care about massive #sf disruptions like Apple @ Bill Graham. #fb	8.00	0.00
641588789362580990	neutral	The Apple launch event will be going live by sharp 8:00 PM in Saudi Arabia, on this day, that's Wednesday.	0.00	0.00
641590114469198980	neutral	@_tomcc @LiveHacksTwo Apple isn't done creating the iPhone 6s.. They do that Tuesday. I'm sure they have priorities.	11.11	0.00
641594046968918020	positive	Realising that its 9th sept today &amp; Apple will be announcing the new iphone at #AppleEvent today made my day!! #CantWait #Excited	4.55	0.00
641594551224934020	positive	Know what is event more exciting than the Apple event today? Bit Fest Thursday &amp; Friday? http://t.co/4qeOMUVvQD http://t.co/eW4TbrhNMy	3.85	0.00
641595682948840960	positive	PSA:  Apple event starts in 10 minutes, a worthy distraction for ignoring whatever class you may be in.	0.00	5.56
641596405027609980	neutral	I really hope Apple weighs a cup of nuts on the iPhone 6S (9th Generation iPhone)	6.25	0.00
641597582880301060	positive	In an unprecedented move, Apple is supporting streaming of today's event on "a PC with Microsoft Edge on Windows 10" http://t.co/ptAKXrcYmO	4.00	0.00
641599006963928960	neutral	T-4 hours. If you don't want to be inundated with Apple tweets... I'd unfollow me until tomorrow morning...	0.00	0.00
641600056404130940	neutral	Wednesday Apple reveals their new products...so u should set up an appt w/ your financial planner around the same time	0.00	0.00
641600749684792960	neutral	What to expect besides the new iPhone 6S at Apple's September 9th press event http://t.co/FXTnNHxRkB http://t.co/QNGWJmdfNv	0.00	0.00
641601014861287040	neutral	Watch Apple's September 9 iPhone and more launch on @Livestream: http://t.co/ShAfxOU3bC If you have a few hours to kill.	0.00	4.35
641601416604327040	neutral	What to expect from Apple in about 3 hours and 45 minutes http://t.co/zrO0lGoq8F	0.00	0.00
641602240214600960	neutral	7,000 seats for an Apple product announcement? iPhone is just upgrade. Apple/Siri TV may be big. I wonder who's playing? TayTay? Billy J.?	4.00	0.00
641602373131987970	positive	How the new Apple TV may change the way we watch television: Believe it or not, but the star of Apple's big me... http://t.co/D6wzcLhPA1	0.00	0.00
641602616502258940	neutral	@yxblyh We are hoping for the September 17th. Just waiting for approval from Apple.	14.29	0.00
641602953275703040	neutral	Could we find out today just why Apple spent $3b for Dr. Dre's Beats? Inquiring minds want to know. https://t.co/ns1bKFkjX0	0.00	0.00
641605732778023940	neutral	My predictions for the Apple event: Apple have bought Tesla, Uber and Google cars, as of tomorrow car ownership is now a thing of the past.	0.00	0.00
641608077423329020	positive	Here you go @tomiahonen: What to expect from Apple's BIG event http://t.co/oHobcFAYDo &gt;&gt; fallen off the chair with excitment.	0.00	0.00
641609620688097020	positive	Interesting, the Apple event stream now allows you to watch from the Microsoft Edge browser on Windows 10 http://t.co/oOprswkxA1	4.35	0.00
641612792210944000	neutral	iPhone 6s Launch: More Details Leak Ahead of Apple's September 9 Event: iPhone 6s launch on Wednesday is just ... http://t.co/087saYbnHj	0.00	0.00
641613178237947010	neutral	Apple's new announcements come Wednesday: Also likely - a new version of Apple TV, with a redesigned set-top b... http://t.co/nmvSLggqnr	0.00	0.00
641615417379696000	neutral	You can watch the LIVE #apple special event.  Join Apple here on September 9 at 10 a.m. PDT.  #iphone #ipad   http://t.co/ofpR4WSnSW	3.85	0.00
641620321544507010	positive	Excited to hear about the new tech today from Apple !! https://t.co/mlCNRQ53fk	6.67	0.00
641621561833750020	neutral	Anyone interested to find out about the new iPhone - livestream from 5pm UK time on any Apple device http://t.co/Otz5JQX9y2	4.35	0.00
641623037914284030	positive	Apple's September Special Event tonight :D #iphone6S #iphone #apple #live #september http://t.co/2GJKSixJKd	6.25	0.00
641624864026180990	neutral	Love to friends at the Apple event. Wish I were there with you, but given what I'll be doing on the Nurburgring tomorrow, I shan't complain.	3.85	3.85
641625256428366980	neutral	Today's Apple event can be streamed on a PC only with Microsoft Edge. Interesting. cc @jacobrossi http://t.co/epSi0uSTzL	4.76	0.00
641626146262552060	positive	May the Force (touch) be with you, Apple. Unleash that monster iPad. Come on! #AppleEvent	0.00	0.00
641627924785963010	positive	Apple product launch at 6pm UK time. I will race home to watch, get caught up in the hype, then calm down tomorrow and buy nothing.	3.85	0.00
641627937364512000	positive	Goosebumps I always get before an announcement.  10AM it will be streaming on Apple's website.  Get ready! https://t.co/QGPRfDYJ8G	4.55	0.00
641628057258827010	neutral	Honestly. Sony getting feisty with Apple is like watching a Chihuahua yapping at a Rottweiler http://t.co/i32QKp2zTq	5.00	0.00
641628743316992000	negative	If it's U2 I'm breaking all my Apple devices https://t.co/2QcnbFssCj	0.00	0.00
641629984449272960	neutral	You can watch Apple's own stream of today's event, or you can read me making fun of it. YOU MUST CHOOSE http://t.co/4NiTirFq3Z	3.70	0.00
641631147370352000	positive	The Apple event starts 10 minutes after I get out of Chemistry. I may be sprinting back to my dorm to catch it in time.	0.00	0.00
641631875472194940	positive	@GabeAul Live stream of Apple event requires &lt;long list of Apple stuff&gt;, or a PC with Microsoft Edge on Windows 10. http://t.co/XDATnjSpAA	0.00	0.00
641633209445425020	positive	It's time! Come hang out with @nmiuga folks in the common area of the 4th floor of Grady to watch Apple's big announcements at 1PM!	0.00	0.00
641634937339297020	positive	Apple fans: today's the day to watch! #AppleEvent starts at 1pm EST. Watch it live at http://t.co/ReKWeYInd1 http://t.co/ElxJN8FkeU	0.00	0.00
641634941969788030	positive	Not Available	0.00	0.00
641635259801426940	neutral	Apple's Keynote set to start @ 12pm central time. Stream it here: http://t.co/UAaCqyE9LK	0.00	0.00
641635449925188990	positive	Love sales and Apple watches? Join @AppNeta on 9/16 from 6-8PM EST @DistrictHall for the 1st Fall Sales Invitational http://t.co/T5VrG6hSWz	3.85	0.00
641636191767497980	positive	9 September has arrived, which means Apple's new iPhone is now just hours away from becoming an official thing. http://t.co/t6BgVRns0Z	0.00	0.00
641637064971128060	positive	We will be LIVE shortly with Apple's September 9th iPhone -- and more -- launch. Starts at 9am PST. http://t.co/0RQJA8F6OU via @CNET	0.00	0.00
641638125748514050	positive	Not Available	0.00	0.00
641639715167464960	positive	Looks like Apple exec @cue just confirmed we'll be seeing some big screen news today https://t.co/Fmb6Ufxaax #AppleEvent	0.00	0.00
641639739871902980	neutral	This may be more of an Apple revival meeting than a press conference. This is the employee registration line. http://t.co/TsL6CmiWox	0.00	0.00
641640461111693060	negative	I feel like I'll lose whatever "cool person" creds I may have had by saying this, but I honestly don't care about the Apple event today.	11.54	3.85
